Feature ID	Taxon
58f344ecfcf02511efc2fbcff38a4c88	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
3119f67a62658fb97d32485bdd4d8d73	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
d86a08cd8f3baab95782874fbf165659	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Macrococcus
5a082a01d2e0a7e304c0ca6a02e4133a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_torques_group
eefb28e5ff06964bcfeb980fc420448b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
77cbf9c9dd246ec69559c44ae0b1f25e	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella
8b2673b714ce92a67b6042ad67e0f81c	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella
48895b6f2e12a2029d57e7e2aec8e00d	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella
a38f91b85b248fd21565c5edfd46eb79	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella; s__Gemella_sanguinis
1aed594517588aeed836e924810f42ba	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella
7341456748dff0c61a51a4aa73c88ee8	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella
8dab140073a5ce75805547fd752b486a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella
f0cf83126cad8862768bf0b908f5424d	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus
707388bc5166de8cb4db54d56fe79efc	d__Bacteria
ffd140df8cfee401bbea219a535ecbb2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus
e94a94ff7aa85ff9fcfd459af5f1409b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus
80ce8a81a2f81b7d1b0b11a8714aa0b1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
6281d851ef91195fa6eca92e406b2560	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
